resfile,poi_videofile,poi_names,calib_videofile,extrinsic,intrinsic_start,intrinsic_stop,checker_size,nest2feeder,azimuth
20181121_02_left.res,20181121_02_left.mov,"nest,initialfeeder,feeder,track,pellet",20181121_02_left.mov,582.835,,,3.9,,
